Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Value,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
Julien Ngoy,BEL,FW,Mechelen,26,8,1,119,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,3.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0
Nathan Ngoy,BEL,DF,Standard Liège,21,6,4,359,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,3.5,12.0,3.0,25.0,0.9,0.23,0.0,0.0,0.0,16.0,4.0,0.0,4.0,32.0,22.0,0.0
Adam Nhaili,BEL,"FW,MF",Sint-Truiden,18,8,1,204,2.3,0,1,1,0,0,0,0,0,0.0,0.44,0.44,0.0,0.44,0.25,2.0,2.0,100.0,0.88,0.88,0.0,0.0,0.0,4.0,2.0,0.0,5.0,0.0,1.0,0.0
Ousseynou Niang,SEN,"DF,FW",Union SG,22,18,12,1060,11.8,2,0,2,2,0,0,5,0,0.17,0.0,0.17,0.17,0.17,4.0,20.0,5.0,25.0,1.04,0.26,0.1,0.4,0.0,34.0,43.0,9.0,47.0,14.0,39.0,0.0
Casper Nielsen,DEN,MF,Club Brugge,30,14,5,504,5.6,0,1,1,0,0,0,0,0,0.0,0.18,0.18,0.0,0.18,2.5,7.0,3.0,42.9,1.19,0.51,0.0,0.0,0.0,8.0,3.0,1.0,29.0,6.0,3.0,1.0
Gustaf Nilsson,SWE,FW,Club Brugge,27,22,18,1551,17.2,9,5,14,7,2,2,2,0,0.52,0.29,0.81,0.41,0.7,5.0,76.0,31.0,40.8,3.71,1.51,0.09,0.23,0.0,48.0,33.0,5.0,4.0,3.0,12.0,0.0
Ken Nkuba,BEL,"DF,MF",Genk,22,16,5,463,5.1,0,1,1,0,0,0,3,0,0.0,0.19,0.19,0.0,0.19,2.7,12.0,4.0,33.3,1.86,0.62,0.0,0.0,0.0,9.0,4.0,0.0,20.0,7.0,13.0,0.0
Petter Nosa Dahl,NOR,"MF,FW",Mechelen,21,19,3,458,5.1,1,1,2,1,0,0,1,0,0.2,0.2,0.39,0.2,0.39,0.6,17.0,4.0,23.5,2.89,0.68,0.06,0.25,0.0,7.0,6.0,2.0,18.0,6.0,8.0,0.0
Lucas Noubi,BEL,DF,Standard Liège,19,2,1,137,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0
Bruny Nsimba,BEL,FW,Dender,24,29,21,1933,21.5,6,2,8,4,2,2,6,1,0.28,0.09,0.37,0.19,0.28,2.0,66.0,25.0,37.9,2.28,0.86,0.09,0.24,0.0,31.0,35.0,18.0,36.0,2.0,15.0,0.0
Erick Nunes,BRA,"MF,DF",Cercle Brugge,20,27,22,1540,17.1,0,2,2,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12,1.2,22.0,5.0,22.7,1.1,0.25,0.0,0.0,0.0,23.0,21.0,4.0,50.0,26.0,45.0,0.0
Antonio Nusa,NOR,"FW,MF",Club Brugge,19,3,2,162,1.8,0,1,1,0,0,0,0,0,0.0,0.56,0.56,0.0,0.56,28.0,6.0,2.0,33.3,3.33,1.11,0.0,0.0,0.0,2.0,3.0,0.0,5.0,0.0,1.0,0.0
Mardochee Nzita,BEL,DF,Charleroi,24,14,5,561,6.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,4.0,44.4,0.78,0.35,0.0,0.0,0.0,18.0,19.0,3.0,31.0,9.0,26.0,0.0
Aiden O'Neill,AUS,MF,Standard Liège,26,25,24,2165,24.1,0,1,1,0,0,0,7,1,0.0,0.04,0.04,0.0,0.04,3.0,16.0,1.0,6.3,0.63,0.04,0.0,0.0,1.0,40.0,33.0,0.0,7.0,26.0,37.0,0.0
Denis Odoi,GHA,"MF,DF",Antwerp,36,18,16,1438,16.0,1,2,3,1,0,0,9,1,0.06,0.13,0.19,0.06,0.19,0.25,24.0,6.0,25.0,0.97,0.24,0.04,0.17,2.0,42.0,33.0,0.0,19.0,27.0,20.0,0.0
Ryoya Ogawa,JPN,"DF,MF",Sint-Truiden,27,29,28,2449,27.2,2,4,6,2,0,0,3,0,0.07,0.15,0.22,0.07,0.22,1.5,18.0,4.0,22.2,0.54,0.12,0.11,0.5,0.0,21.0,14.0,2.0,109.0,36.0,42.0,0.0
Ayumu Ohata,JPN,DF,OH Leuven,23,2,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,3.0,2.0,0.0
Kazeem Olaigbe,BEL,"MF,FW",Cercle Brugge,21,19,10,902,10.0,3,0,3,2,1,1,1,0,0.3,0.0,0.3,0.2,0.2,5.0,27.0,11.0,40.7,2.69,1.1,0.07,0.18,0.0,9.0,8.0,4.0,70.0,1.0,12.0,0.0
Aime Omgba,NED,"MF,FW",Gent,21,3,0,54,0.6,1,0,1,1,0,0,0,0,1.67,0.0,1.67,1.67,1.67,2.0,6.0,4.0,66.7,1.18,0.79,0.17,0.25,0.0,6.0,4.0,0.0,0.0,3.0,8.0,0.0
Takuma Ominami,JPN,DF,OH Leuven,26,19,14,1330,14.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.3,11.0,2.0,18.2,0.6,0.11,0.09,0.5,0.0,11.0,5.0,0.0,5.0,11.0,19.0,0.0
Jacob Ondrejka,SWE,FW,Antwerp,21,22,17,1509,16.8,7,4,11,7,0,1,2,0,0.42,0.24,0.66,0.42,0.66,8.0,36.0,13.0,36.1,2.15,0.78,0.19,0.54,0.0,10.0,33.0,7.0,78.0,2.0,12.0,0.0
Raphael Onyedika,NGA,MF,Club Brugge,23,25,21,1683,18.7,1,1,2,1,0,0,1,1,0.05,0.05,0.11,0.05,0.11,20.0,28.0,6.0,21.4,1.03,0.22,0.04,0.17,0.0,46.0,29.0,1.0,3.0,21.0,28.0,0.0
Davis Opoku,BEL,"FW,DF",OH Leuven,16,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
Ragnar Oratmangoen,IDN,MF,Dender,26,20,11,1012,11.2,1,0,1,1,0,0,1,0,0.09,0.0,0.09,0.09,0.09,0.6,13.0,5.0,38.5,1.16,0.44,0.08,0.2,0.0,14.0,15.0,1.0,8.0,7.0,17.0,0.0
Joel Ordonez,ECU,DF,Club Brugge,20,23,20,1729,19.2,1,0,1,1,0,0,4,0,0.05,0.0,0.05,0.05,0.05,28.0,13.0,2.0,15.4,0.45,0.07,0.08,0.5,0.0,25.0,13.0,1.0,4.0,23.0,18.0,1.0
Emir Ortakaya,TUR,DF,Westerlo,20,3,1,153,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,5.0,1.0,0.0
Manuel Osifo,BEL,DF,OH Leuven,21,14,8,720,8.0,0,1,1,0,0,0,2,0,0.0,0.12,0.12,0.0,0.12,0.7,3.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,21.0,11.0,0.0,14.0,20.0,16.0,0.0
Zakaria El Ouahdi,MAR,DF,Genk,22,27,26,2308,25.6,3,1,4,3,0,0,5,0,0.12,0.04,0.16,0.12,0.16,12.0,55.0,25.0,45.5,1.6,0.73,0.11,0.24,0.0,32.0,32.0,3.0,62.0,36.0,42.0,0.0
Aziz Ouattara,CIV,MF,Mechelen,23,26,19,1561,17.3,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,11.1,0.52,0.06,0.0,0.0,0.0,34.0,18.0,0.0,7.0,19.0,29.0,1.0
Kader Ouattara,BFA,"MF,FW",Cercle Brugge,19,8,2,283,3.1,2,0,2,2,0,0,1,0,0.64,0.0,0.64,0.64,0.64,0.8,11.0,5.0,45.5,3.5,1.59,0.18,0.4,0.0,6.0,8.0,0.0,9.0,1.0,4.0,0.0
Aiham Ousou,SYR,DF,Charleroi,24,26,22,2020,22.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2.5,11.0,4.0,36.4,0.49,0.18,0.0,0.0,0.0,29.0,18.0,1.0,3.0,45.0,21.0,0.0
Luca Oyen,BEL,FW,Genk,21,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Louis Patris,BEL,"DF,MF",Sint-Truiden,23,24,18,1680,18.7,0,5,5,0,0,0,7,0,0.0,0.267379679144385,0.267379679144385,0.0,0.267379679144385,2.0,27.0,6.0,22.22,1.12,0.25,0.04,0.17,0.0,33.0,19.0,0.0,66.0,37.0,70.0,0.0
Mike Penders,BEL,GK,Genk,19,11,11,989,11.0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
Lucas Perrin,FRA,DF,Cercle Brugge,25,6,5,494,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,5.0,41.7,1.04,0.44,0.17,0.4,0.0,18.0,17.0,2.0,16.0,20.0,23.0,0.0
Jeremy Petris,FRA,"DF,FW",Charleroi,26,27,26,2290,25.4,0,2,2,0,0,0,6,0,0.0,0.08,0.08,0.0,0.08,2.8,16.0,4.0,25.0,0.48,0.12,0.0,0.0,0.0,42.0,76.0,3.0,97.0,43.0,42.0,0.0
Patrick Pflucke,GER,"DF,MF",Mechelen,27,23,18,1472,16.4,4,4,8,3,1,1,1,0,0.24,0.24,0.49,0.18,0.43,1.6,57.0,16.0,28.1,2.63,0.74,0.07,0.25,0.0,5.0,16.0,4.0,133.0,4.0,23.0,0.0
Arthur Piedfort,BEL,MF,Westerlo,19,20,18,1390,15.4,0,1,1,0,0,0,3,0,0.0,0.06,0.06,0.0,0.06,2.0,14.0,4.0,28.6,0.82,0.23,0.0,0.0,0.0,13.0,21.0,1.0,6.0,15.0,22.0,0.0
Lucas Pirard,BEL,GK,Kortrijk,29,7,5,543,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Brian Plat,NED,DF,Beerschot,24,26,25,2091,23.2,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.7,8.0,2.0,25.0,0.29,0.07,0.0,0.0,0.0,26.0,15.0,2.0,34.0,32.0,39.0,0.0
Ewoud Pletinckx,BEL,DF,OH Leuven,23,11,9,831,9.2,1,1,2,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,1.8,8.0,4.0,50.0,0.5,0.25,0.25,0.5,0.0,5.0,3.0,0.0,2.0,7.0,10.0,0.0
Boris Popovic,SRB,DF,Cercle Brugge,24,2,2,158,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,1.0,50.0,1.14,0.57,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0
Dennis Praet,BEL,MF,Antwerp,30,16,9,830,9.2,0,1,1,0,0,0,0,0,0.0,0.11,0.11,0.0,0.11,2.5,13.0,4.0,30.8,0.79,0.24,0.0,0.0,0.0,20.0,10.0,1.0,31.0,14.0,17.0,0.0
Maxence Prevot,FRA,GK,OH Leuven,27,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Isaac Price,NIR,MF,Standard Liège,20,22,19,1768,19.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,3.0,39.0,14.0,35.9,1.99,0.71,0.0,0.0,0.0,12.0,20.0,3.0,54.0,21.0,21.0,0.0
Cameron Puertas,SUI,MF,Union SG,25,3,2,201,2.2,1,0,1,1,0,0,1,0,0.45,0.0,0.45,0.45,0.45,13.0,10.0,4.0,40.0,4.48,1.79,0.1,0.25,0.0,4.0,7.0,1.0,9.0,1.0,3.0,0.0
Joedrick Pupe,BEL,DF,Dender,27,25,24,2172,24.1,0,5,5,0,0,0,8,0,0.0,0.21,0.21,0.0,0.21,1.2,19.0,2.0,10.5,0.74,0.08,0.0,0.0,0.0,22.0,30.0,0.0,57.0,42.0,25.0,0.0
Toon Raemaekers,BEL,DF,Mechelen,23,28,25,2229,24.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,1.2,23.0,4.0,17.4,0.73,0.13,0.0,0.0,0.0,39.0,27.0,1.0,9.0,43.0,51.0,0.0
Benito Raman,BEL,FW,Mechelen,29,24,13,1139,12.7,13,0,13,13,0,0,3,0,1.03,0.0,1.03,1.03,1.03,2.0,56.0,38.0,67.9,3.54,2.41,0.23,0.34,0.0,20.0,15.0,22.0,21.0,1.0,8.0,0.0
Mathias Rasmussen,NOR,MF,Union SG,26,18,11,914,10.2,1,3,4,1,0,0,1,0,0.1,0.3,0.39,0.1,0.39,2.0,8.0,5.0,62.5,0.75,0.47,0.13,0.2,0.0,7.0,13.0,1.0,40.0,11.0,21.0,0.0
Christiaan Ravych,BEL,DF,Cercle Brugge,22,28,28,2396,26.6,1,0,1,1,0,0,2,1,0.04,0.0,0.04,0.04,0.04,4.5,19.0,4.0,21.1,0.58,0.12,0.05,0.25,0.0,26.0,32.0,1.0,15.0,49.0,54.0,0.0
Daishawn Redan,NED,FW,Beerschot,23,6,5,442,4.9,3,0,3,3,0,1,1,0,0.61,0.0,0.61,0.61,0.61,0.6,13.0,7.0,53.8,2.4,1.29,0.31,0.57,0.0,4.0,5.0,5.0,0.0,0.0,1.0,0.0
Semm Renders,BEL,DF,Antwerp,16,13,6,556,6.2,0,1,1,0,0,0,1,0,0.0,0.16,0.16,0.0,0.16,1.5,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,9.0,6.0,0.0,19.0,10.0,13.0,0.0
Tom Reyners,BEL,"MF,FW",Beerschot,24,21,11,956,10.6,1,0,1,1,0,0,3,0,0.09,0.0,0.09,0.09,0.09,0.8,17.0,5.0,29.4,1.47,0.43,0.06,0.2,0.0,14.0,22.0,1.0,22.0,5.0,13.0,0.0
Bryan Reynolds,USA,DF,Westerlo,23,27,27,2365,26.3,1,3,4,1,0,0,8,0,0.04,0.11,0.15,0.04,0.15,3.5,25.0,8.0,32.0,0.7,0.23,0.04,0.13,0.0,38.0,30.0,2.0,95.0,29.0,40.0,1.0
Federico Ricca,URU,DF,OH Leuven,29,23,22,1907,21.2,1,0,1,1,0,0,8,1,0.05,0.0,0.05,0.05,0.05,1.3,10.0,1.0,10.0,0.38,0.04,0.1,1.0,0.0,28.0,19.0,1.0,9.0,30.0,25.0,0.0
Jairo Riedewald,NED,"DF,MF",Antwerp,27,15,9,819,9.1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.8,12.0,5.0,41.7,0.83,0.34,0.0,0.0,0.0,10.0,7.0,0.0,2.0,20.0,27.0,0.0
Mats Rits,BEL,MF,Anderlecht,31,25,24,2037,22.6,1,2,3,1,0,0,2,0,0.04,0.09,0.13,0.04,0.13,1.8,15.0,4.0,26.7,0.61,0.16,0.07,0.25,0.0,26.0,14.0,3.0,49.0,25.0,19.0,0.0
Nathan Rodes,BEL,MF,Dender,26,30,30,2638,29.3,3,1,4,3,0,0,2,0,0.1,0.03,0.14,0.1,0.14,1.4,31.0,8.0,25.8,0.81,0.21,0.16,0.63,0.0,31.0,23.0,0.0,25.0,38.0,48.0,0.0
Kevin Rodriguez,ECU,FW,Union SG,24,20,5,628,7.0,1,0,1,1,0,1,0,0,0.14,0.0,0.14,0.14,0.14,1.5,27.0,5.0,18.5,3.8,0.7,0.04,0.2,0.0,8.0,21.0,4.0,6.0,1.0,3.0,0.0
Davy Roef,BEL,GK,Gent,30,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
Zan Rogelj,SVN,"DF,FW",Charleroi,24,16,9,828,9.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.7,12.0,7.0,58.3,0.98,0.57,0.17,0.29,0.0,4.0,6.0,1.0,46.0,14.0,13.0,0.0
Zaid Romero,ARG,DF,Club Brugge,24,10,6,594,6.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,20.0,0.72,0.14,0.0,0.0,0.0,3.0,6.0,0.0,1.0,8.0,7.0,0.0
Tuur Rommens,BEL,DF,Westerlo,21,28,27,2388,26.5,0,2,2,0,0,0,8,0,0.0,0.08,0.08,0.0,0.08,4.0,37.0,11.0,29.7,1.01,0.3,0.0,0.0,0.0,30.0,38.0,3.0,85.0,61.0,50.0,1.0
Gilles Ruyssen,BEL,DF,Dender,30,28,28,2477,27.5,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.6,6.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,34.0,23.0,0.0,4.0,72.0,44.0,0.0
Kyriani Sabbe,BEL,DF,Club Brugge,19,17,7,685,7.6,0,1,1,0,0,0,0,0,0.0,0.13,0.13,0.0,0.13,4.5,13.0,2.0,15.4,0.99,0.15,0.08,0.5,0.0,10.0,6.0,1.0,42.0,13.0,24.0,0.0
Mujaid Sadick,ESP,DF,Genk,24,27,27,2406,26.7,1,0,1,1,0,0,5,1,0.04,0.0,0.04,0.04,0.04,8.0,9.0,3.0,33.3,0.25,0.08,0.11,0.33,0.0,32.0,17.0,1.0,0.0,31.0,41.0,0.0
Noah Sadiki,COD,MF,Union SG,19,29,27,2424,26.9,1,2,3,1,0,0,4,0,0.04,0.07,0.11,0.04,0.11,12.0,26.0,9.0,34.6,0.71,0.25,0.04,0.11,0.0,41.0,39.0,0.0,22.0,38.0,40.0,0.0
Hakim Sahabo,RWA,MF,Beerschot,19,9,8,704,7.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,25.0,0.3,0.07,0.0,0.0,0.0,7.0,20.0,0.0,17.0,15.0,16.0,0.0
Marwan Al Sahafi,KSA,FW,Beerschot,20,19,15,1331,14.8,5,1,6,5,0,0,1,0,0.34,0.07,0.41,0.34,0.41,1.0,35.0,16.0,45.7,1.72,0.78,0.17,0.38,0.0,3.0,7.0,9.0,13.0,6.0,4.0,0.0
Isa Sakamoto,JPN,"MF,FW",Westerlo,20,9,8,664,7.4,3,2,5,3,0,0,2,0,0.41,0.27,0.68,0.41,0.68,2.5,30.0,13.0,43.3,1.99,0.86,0.2,0.46,0.0,27.0,14.0,1.0,1.0,8.0,9.0,0.0
Matisse Samoise,BEL,DF,Gent,22,22,13,1248,13.9,0,2,2,0,0,0,4,1,0.0,0.14,0.14,0.0,0.14,2.5,14.0,4.0,28.6,0.62,0.18,0.0,0.0,1.0,62.0,29.0,0.0,60.0,36.0,46.0,0.0
Ryan Sanusi,BEL,MF,Beerschot,32,12,12,1026,11.4,1,1,2,1,0,0,0,0,0.09,0.09,0.18,0.09,0.18,0.3,7.0,3.0,42.9,0.61,0.26,0.14,0.33,0.0,13.0,17.0,0.0,30.0,12.0,11.0,0.0
Killian Sardella,BEL,"DF,MF",Anderlecht,22,24,22,1966,21.8,0,1,1,0,0,0,6,0,0.0,0.05,0.05,0.0,0.05,5.0,19.0,8.0,42.1,0.87,0.37,0.0,0.0,0.0,12.0,15.0,0.0,88.0,11.0,30.0,0.0
Nikolas Sattlberger,AUT,MF,Genk,20,21,13,1120,12.4,1,1,2,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16,3.5,10.0,5.0,50.0,0.58,0.29,0.1,0.2,0.0,30.0,7.0,0.0,3.0,23.0,21.0,0.0
Allahyar Sayyadmanesh,IRN,"FW,MF",Westerlo,23,26,22,1806,20.1,6,5,11,4,2,2,4,0,0.3,0.25,0.55,0.2,0.45,4.0,67.0,22.0,32.8,2.78,0.91,0.06,0.18,0.0,25.0,32.0,13.0,65.0,7.0,28.0,0.0
Aurelien Scheidler,FRA,FW,Dender,26,21,20,1492,16.6,6,2,8,6,0,0,3,1,0.36,0.12,0.48,0.36,0.48,1.8,66.0,28.0,42.4,2.82,1.19,0.14,0.32,0.0,26.0,45.0,10.0,7.0,3.0,6.0,0.0
Joel Schingtienne,BEL,DF,OH Leuven,21,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,4.0,5.0,0.0
Daniel Schmidt,JPN,GK,Gent,32,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Rob Schoofs,BEL,MF,Mechelen,30,28,28,2470,27.4,3,4,7,3,0,0,4,0,0.11,0.15,0.26,0.11,0.26,2.2,58.0,26.0,44.8,1.59,0.71,0.09,0.19,0.0,26.0,49.0,2.0,97.0,30.0,27.0,0.0
Siebe Schrijvers,BEL,MF,OH Leuven,28,28,22,1819,20.2,4,3,7,1,3,3,5,0,0.2,0.15,0.35,0.05,0.2,1.5,51.0,12.0,23.5,1.69,0.4,0.06,0.25,0.0,36.0,39.0,1.0,87.0,50.0,51.0,1.0
Christopher Scott,GER,"MF,FW",Antwerp,22,8,0,122,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,7.0,2.0,28.6,2.27,0.65,0.0,0.0,0.0,3.0,4.0,1.0,2.0,3.0,3.0,0.0
Joaquin Seys,BEL,DF,Club Brugge,19,25,22,1737,19.3,2,0,2,2,0,0,0,0,0.1,0.0,0.1,0.1,0.1,8.0,9.0,2.0,22.2,0.45,0.1,0.22,1.0,0.0,13.0,11.0,0.0,30.0,28.0,37.0,0.0
Nick Shinton,BEL,GK,Beerschot,23,21,21,1845,20.5,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
Joao Silva,POR,DF,Kortrijk,25,22,22,1875,20.8,1,0,1,1,0,0,5,1,0.05,0.0,0.05,0.05,0.05,1.5,7.0,2.0,28.6,0.34,0.1,0.14,0.5,1.0,13.0,9.0,1.0,1.0,34.0,21.0,1.0
Leonardo da Silva Lopes,POR,MF,Gent,25,9,7,641,7.1,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,3.5,12.0,3.0,25.0,0.81,0.2,0.0,0.0,1.0,22.0,27.0,0.0,4.0,17.0,25.0,0.0
Jan-Carlo Simic,SRB,DF,Anderlecht,19,24,22,1991,22.1,3,0,3,3,0,0,6,0,0.14,0.0,0.14,0.14,0.14,8.0,12.0,4.0,33.3,0.4,0.13,0.25,0.75,0.0,32.0,27.0,0.0,2.0,33.0,16.0,0.0
Roko Simic,CRO,FW,Kortrijk,20,4,1,145,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
Hugo Siquet,BEL,DF,Club Brugge,22,14,4,452,5.0,2,1,3,2,0,1,3,0,0.4,0.2,0.6,0.4,0.6,4.0,12.0,5.0,41.7,1.51,0.63,0.17,0.4,0.0,11.0,9.0,2.0,34.0,5.0,13.0,0.0
Abdoulaye Sissako,FRA,"MF,DF",Kortrijk,26,24,18,1580,17.6,2,1,3,2,0,0,5,0,0.11,0.06,0.17,0.11,0.17,0.7,14.0,5.0,35.7,0.62,0.22,0.14,0.4,0.0,21.0,14.0,0.0,9.0,31.0,38.0,0.0
Michal Skoras,POL,"FW,MF",Club Brugge,24,24,4,644,7.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2.5,17.0,7.0,41.2,1.99,0.82,0.0,0.0,0.0,14.0,20.0,3.0,41.0,6.0,15.0,0.0
Andreas Skov Olsen,DEN,FW,Club Brugge,24,19,14,1136,12.6,8,4,12,8,0,0,1,0,0.63,0.32,0.95,0.63,0.95,14.0,39.0,17.0,43.6,3.09,1.35,0.21,0.47,0.0,7.0,12.0,2.0,37.0,4.0,7.0,0.0
Islam Slimani,ALG,"FW,MF",Westerlo,36,9,1,221,2.5,1,0,1,1,0,0,1,0,0.41,0.0,0.41,0.41,0.41,0.5,8.0,2.0,25.0,1.85,0.46,0.25,1.0,0.0,3.0,3.0,4.0,2.0,0.0,3.0,0.0
Matte Smets,BEL,DF,Genk,20,29,28,2483,27.6,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,13.0,5.0,1.0,20.0,0.14,0.03,0.0,0.0,0.0,20.0,16.0,2.0,4.0,68.0,33.0,0.0
Milan Smits,BEL,MF,Antwerp,19,3,0,29,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordy Soladio,BEL,FW,Dender,26,13,4,407,4.5,1,0,1,1,0,0,3,1,0.22,0.0,0.22,0.22,0.22,0.35,12.0,4.0,33.3,2.65,0.88,0.08,0.25,1.0,7.0,5.0,3.0,3.0,0.0,2.0,0.0
Thibo Somers,BEL,"FW,MF",Cercle Brugge,25,30,30,2573,28.6,3,2,5,3,0,0,3,0,0.1,0.07,0.17,0.1,0.17,2.5,57.0,19.0,33.3,1.65,0.55,0.11,0.32,0.0,37.0,36.0,14.0,50.0,19.0,29.0,0.0
Momodou Sonko,SWE,"FW,DF",Gent,19,22,12,1159,12.9,2,2,4,2,0,0,0,0,0.16,0.16,0.31,0.16,0.31,3.0,28.0,10.0,35.7,1.85,0.66,0.07,0.2,0.0,8.0,13.0,1.0,28.0,10.0,18.0,0.0
Yira Sor,NGA,FW,Genk,24,14,5,597,6.6,1,4,5,1,0,0,0,0,0.15,0.6,0.75,0.15,0.75,5.0,28.0,14.0,50.0,3.32,1.66,0.07,0.14,0.0,1.0,5.0,7.0,16.0,4.0,6.0,0.0
Ibrahima Sory Bangoura,GUI,MF,Genk,20,25,14,1263,14.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,1.0,11.1,0.49,0.05,0.0,0.0,1.0,44.0,14.0,0.0,1.0,31.0,41.0,0.0
Massamba Sow,FRA,DF,Charleroi,20,4,1,131,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,1.0,16.7,0.82,0.14,0.0,0.0,0.0,10.0,5.0,0.0,0.0,12.0,5.0,0.0
